,job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
977,978,Physical Therapist,"US, CA, La Mirada",,,"Welcome to interface rehabinterface rehab provides comprehensive rehabilitation (Physical, Occupational &amp; Speech Therapy) &amp; consultation services on a long term contractual basis to the various medical settings throughout Southern California.","Position:PT                                                                         Clinical Setting:Skilled Nursing Facility                                                                         Job Type:Full Time                                                                         Location:La Mirada                                                                        Qualifications:                                                                         Experience:No experience.                                                                          Job Summary:                                                                        The Staff Physical Therapist evaluates and treats patients/residents, communicates with families, physicians, and other health team members, and maintains documentation of services in the medical records.  Provides Physical Therapy services including treatment planning &amp; implementation, and discharge planning. Tests patient’s physical abilities analyzing rehabilitation goals; consult with rehab team in order to coordinate the most effective physical therapy program.                                                                         Organizational Relationships:                                                                        Reports to: Director of Rehabilitation, CQI Designee/Mentor, Regional Mentor.Supervises: Responsible for the care delivered by PTAs, Rehab Technician.                                                                         Essential Job Responsibilities:                                                                        Evaluate patients/residents within 24 hrs of physician referral.Develop effective treatment plans and obtain approval for services from referring physician, and treat patients/residents according to physician’s treatment plan.Communicate regularly with supervisor, other members of the rehabilitation team, and nursing staff on the patient’s treatment plan, progress, and prognosis.Record evaluations, daily treatment notes, weekly progress notes, 14 day progress report to the physician, and discharge summaries per policy and procedure.Instruct patient/resident’s families or nursing staff in maintenance program.Participate in discharge planning.Secure necessary durable medical equipment for patients/residents to facilitate independence in mobility: i.e. orthoses, walkers, canes, elevated toilet seats, and grab bars.Submits logs and all billing information on a timely basis.Reports any problem areas/equipment within each facility to the appropriate supervisor immediately.Comply with the State Licensing Board of California, Title 22, CMS, and California Labor Board Guidelines.May perform other duties as assigned.",Licensure/Certification:Bachelor's degree (or foreign equivalent) in Physical Therapy.,Full Benefits,0,0,0,Part-time,Not Applicable,Certification,"Health, Wellness and Fitness",Health Care Provider,0
978,979,AdWords - Analytics Specialist,"GR, I, Piraeus",,,"Social Active is a 360 digital agency, a Certified Google Partner, accurate, effective and result orientated.We give solutions to our clients in three continents with a know-how and imagination that transforms their marketing campaign into money. We develop websites, run AdWords campaigns and excel at conversion optimization.We believe in innovation, hard work and our main feature is that we listen to our clients and to the beat of the market. We are growing and our partners and clients grow with us. We are Social Active.",We are a fast growing digital agency focused on AdWords and conversions. We are looking for an enthusiastic AdWords - Analytics specialist that will manage and improve the performance of our clients' accounts.Job responsibilities include:Manage AdWords accountsOptimize accounts for better resultsDevise and Implement Account StrategyAnalytical thinking with Statistical analysis - Respective decision makingCreate and update performance reportsPursue every latest developments in his/her fieldCreate new campaigns with new approach and implement marketing experiments,"We need somebody that really loves AdWords and Google's services!Must haves are:Deep understanding of Google AdWords, but most importantly an inner drive that makes you want to be amongst the best AdWords strategists in the field.Absolute knowledge in running AdWords campaigns, know your way around the market.Superb analytical skills. Ability to work on your own initiative and overview and manage digital accounts. Bilingual in Greek/ English.Strong presentation skills.We consider a big plus if you have:AdWords CertificationExperience with other marketing venues. Google Analytics Certification (old) and a/b testing experience. Previous relevant experience in a corporate environment. Portfolio with digital success stories that you have managed and implemented.Statistical analyssis graduates are also preferred. ","Our vacancy is a part time one, but this may change in the near future.We offer a compensation package based on experience plus bonus. We provide on-going training and a friendly and innovative work environment, with no dressing code, where ideas and hard work can flourish.",0,1,1,Part-time,Not Applicable,Unspecified,Internet,Advertising,0
979,980,Content & Marketing Expert,"FR, J, Paris",,,"We Build Great CompanieseFounders is a startup studio focused on building fast-growing SaaS technology companies. We believe that with simple ideas, great talents, some money and a lot of effort, we can build prosperous companies. Our goal is to co-found 2 companies per year and to help all our existing companies grow faster by pooling resources. ","eFounders is a startup Studio. Together with entrepreneurs, we turn unique ideas into successful companies. We act as the perfect co-founder to build strong and independent startups.  So far, eFounders has created 6 companies: Mailjet • Textmaster • Mention • Front • Aircall • PresskingBy the beginning of 2015, 3 other companies will be launched.We are looking for an exceptional inbound marketing and communication talent to join our Visibility team. You will work for the startups in the studio throughout their development, from their private beta launch to their growth phase. The job requires outstanding skills in content production and distribution, an output-oriented and growth-oriented mindset, a good knowledge of the startup / web ecosystem (even better: the SaaS ecosystem) and great deal of creativity.Working with eFounders, you will learn from experienced and successful entrepreneurs and you will be part of a strong network shaping the future of startups.","ResponsibilitiesBuild strategies for product launches (private beta, public beta, key milestones)Help our startups grow their user base using inbound marketing hacksDefine user onboarding and retentionEvangelize our startups and the startup studio model in the ecosystemWork hand-in-hand with the startups’ teams to share knowledgeContent creation (newsletters, articles, slides, podcasts, infographics…)Content distributionBase decisions on metrics analysis and iterationsSocial media managementMedia relations &amp; partnerships",,0,1,1,Full-time,Entry level,Master's Degree,Internet,Marketing,0
980,981,"Designer, Mobile Web","US, CO, Boulder, CO",,95000-125000,,"Top ranked web-centric company in Boulder, CO has an opening for a Designer on its Mobile Web Team. This is a direct hire with competitive salary and benefits (see below for details). The Hire Advantage is the exclusive search firm for this position. So most likely, if you haven't talked with us, you haven't heard about this amazing opportunity (and we do mean amazing)!OverviewWe are seeking an awesome individual to join our client’s team as a Designer for Mobile Web. The Designer will be part of a small team working on all aspects of visual and interaction design for mobile smartphone optimized and tablet optimized web sites. The ideal candidate has worked across the design process from research to prototyping to pixel-perfect output. Our client needs a designer who is comfortable with and enjoys interfacing closely with product management and developers in an agile environment. Designers who can do a little coding in HTML, CSS and/or javascript are favored. In addition, we are looking for a smart, savvy technologist who loves clean beautiful product, understands ecommerce and wants to build unique experiences that leverage the capabilities of mobile platforms and excite the passions of users.   Your peers on this team want to build really cool, innovative experiences. To be a fit, you must want this too.About the companyOur client is a leading online retailer of licensed sports merchandise and dedicated to providing the ultimate shopping experience to sports fans everywhere. The company also powers the e-commerce sites of the hottest athletic organizations, broadcasting authorities and entertainment networks out there, and they have defined industry best practices.As for the upper management team – it is composed of leaders from the NFL, Nike, Kohl’s Groupon and Oakley. They value, respect and recognize the contributions of their team members. They embrace an entrepreneurial spirit, encourage innovation and reward great performance.Are they successful? YES!!!The company has experienced tremendous success, and has a huge growth trajectory.About the positionThis is a great opportunity to make a huge impact on a newly formed team that is paving the way for the company’s mobile web presence.Main Responsibilities and DeliverablesIdea generation including sketching, white-boarding, etc. to push mobile-centric thinkingWorkflows, wireframes, and other elements to describe functional design factorsClearly marked visual prototypes of proposed product designsCollaboration with product managers and software engineers throughout entire process","RequirementsStrong portfolio featuring examples of product and interaction work – we will only consider applicants who include a link to a portfolioExperience with tools like Photoshop, Illustrator, Omnigraffle, etc.Broad skill set covering visual and interaction design and enthusiasm to contribute to product visionA strong, clean visual design sense, valuing usability, simplicity, and consistencyGreat design communication skills; able to tell the story of a design from end to endUnderstanding of human computer interaction (HCI) and user-centered design principles and practicesDemonstrated ability to thrive in an iterative, collaborative and agile development environmentExperience with eCommerce and mobile web design is importantHands-on HTML, CSS, and JavaScripting skills are preferredSense of humor, willingness to laugh in the face of daunting challenges and an appreciation of irony are all pluses","Medical Insurance, Dental Insurance, Life Insurance, Vision coverage, Employee Assistance Program, 401k plan with employer matcing",0,0,1,Full-time,,,,,0
981,982,Sales & Support role,"GB, LND, Westminster",,,,"We are a small and successful satellite telecoms company, offering both hardware and airtime to a global, diverse customer base.We are currently looking to recruit a self-motivated, adaptable and enthusiastic candidate to a multi-task position in our London office, located near Oxford Circus tube station.The role includes Sales, Order preparation, Customer after-sales support and general administration.Excellent written and oral communication skills and a good telephone manner are essentialExperience in having already worked in the technology sector preferred.We offer a competitive salary.",,,0,1,1,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
982,983,Lead Community & Marketing Coordinator,"US, DC, Washington",,,"Meet cove, a network of neighborhood productive spaces with a community defining how to be productive together. We are a DC-based startup that launched in September 2013. Members of the cove community come from different backgrounds and work environments. We know all too well about trying to work at the kitchen table, getting lost in a row of cubicles, or fighting to find an outlet in the coffee shop. We created cove with a simple objective: building places you want to be. We've got all the basics covered—fast wifi, color printers, spiffy conference rooms, free coffee. So ditch the coffee shop, boring cubicle, and lonely living room, and come be productive at cove! We have five locations: Dupont, 14th St (Logan Circle), Capitol Hill, Columbia Heights and Old Town, VA.","cove, a technology oriented startup business, is looking for a Lead Community &amp; Marketing Coordinator to join us full time!What is cove? We are a community of people and productive spaces that allow you to ditch the crowded coffee shop and lonely living room. Each cove productive space has all the essential tools for productive work--Wi-Fi, color printing, scanning, and conference rooms, along with free coffee and other beverages--in a clean, comfortable environment that is professional yet social. As we like to say -  be productive, with company. The first cove just opened in Dupont Circle; we need your help to bring productive spaces to other neighborhoods in DC!Principal responsibilities- Engages with neighborhood partners to plan events and other marketing opportunities to build presence in the local community- Manages and expands cove's social media presence- Conceives of and executes creative and unorthodox marketing events- Plans and executes relations with current cove community members, including social and professional events, email outreach, building an online community, member services, etc- Organizes public media presence and other media effortsAs a dynamic, growing organization that is new to the DC community, we anticipate responsibilities to expand based on the awesome ideas you create.","Required- Bachelor's degree or equivalent experience- 2+ years of relevant experience- A real people person who is committed to creating an exciting user experience- Willingness to pitch in on tasks of all natures on our close-knit team- Experience with coordinating projects with many moving pieces as well as coordinating and interpreting input from many sources- Knowledge of branding, advertising and marketing practices that have been successful for small, growing organizations- Works both independently and as part of a fun team- Excellent writing skills- The ability to staff work-related events between the hours of 8 am and 11 pm when required, potentially on any day of the week, sometimes on short noticeDesirable- Experience with membership-based organizations- Experience with business to user sales- Basic web design knowledge- Knowledge of Adobe's creative suite or other design software- Experience with local community organizations- Fondness for Chipotle",,0,1,1,Full-time,Associate,Bachelor's Degree,Consumer Services,Marketing,0
983,984,CA10 Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,"GB, CMA, Penrith",,,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.  ",Government funding is only available for 16-18 year olds.Perfect role for school leavers.This is a fantastic opportunity for those looking to start their career in Business Admin. During the first 12 months you will work towards a Level 2 Business Admin NVQ and then you will be kept on in a permanent position.You will working for a client of a logistics company and the role will involve:-Answering the phone-Payroll-Holiday monitoring and updating system-Filing-Matching invoices-Planning deliveries-Dealing with drivers-Monitoring driver's hoursIdeal candidates will be IT literate and confident.If you are motivated and career-minded please apply now.,16-18 year olds only due to government funding.Full time availability.,Career prospects.,0,1,1,Full-time,Not Applicable,High School or equivalent,Accounting,Administrative,0
984,985,Web Developer,"GR, I, Athens",,30000-45000,A startup aiming to change the way parents and kids experience urban life,"We are a startup aiming to change the way parents and kids experience urban life.We are looking for an enthusiastic Web Developer who likes to bring concepts into life, on the Web, by adopting the edge of technology.The role for this opening entails the key responsibilities of co-design, prototyping, implementation, staging and operations of a Web-based application and portal delivering fully-indexed real time information to its users. The successful applicant will be working autonomously and in direct liaison with the startup owners, with partnership options in the longer term.The job will be particularly appealing to you, if you:Appreciate the value of Web entrepreneurshipAre persistent and like problem solvingUnderstand the value of accountability within a teamPursue value generated by creativity","Candidates called for an interview will be asked to showcase at least one Web related project/application created or having contributed to, using one or more of the technologies below:Web server admin (e.g. Apache, Nginx)Database architecture, design and configurationSQL (e.g. MySQL, PostgreSQL, SQLite)  and/or NoSQL (e.g. MongoDB, ElasticSearch)Web programming/application development:Python and/or JavaFrameworks (Django and/or Play and/or Dropwizard)ExtensionsCaching / Performance Optimization libraries e.g. Memcached, RedisRESTful APIsServer/client implementationDocumentation Generators (e.g. Doxygen, Sphinx)Design, implementation and customization for Web front-ends:Templating Engines (e.g. Django, Smarty)HTML 5, CSS 3JavascriptLibraries (e.g. JQuery, MooTools, Prototype) and pluginsMVC frameworks (e.g. #URL_5543aa46fe37875fcc9e8b278ee02d4a18479d6d208cad289401987349eea211#)AJAXHTML, JS, CSS templates and frameworks (e.g. Boostrap, jQueryUI, HTML5 Boilerplate)Responsive Design","Good compensation according to your commitment and skills.Flexible working hours, ability to work from home.Opportunities to travel worldwide.Opportunities for partnership to the startup.",1,1,1,Contract,Mid-Senior level,Unspecified,Internet,Information Technology,0
985,986,Trafficker,"MX, DIF, Mexico",AdOps,,"En Adjust somos un DSP (Demand Side Platform) / DMP (Data Management Platform) con tecnología única en México y LATAM:A través de nuestra plataforma cruzamos data sobre los dominios y sus inventarios, con el  perfil exacto de cada uno de los USUARIOS sirviendo la publicidad de CADA MARCA justamente al usuario de alto valor para cada campaña (Real Time Bidding). Por ejemplo: hombres/mujeres, de determinado nivel socioeconómico, con/sin tarjeta de crédito, con/sin compras activas en línea, con afinidad a viajes ya sea nacionales o internacionales o cualquier otro actitudinal online; segmentando a los usuarios  de forma muy específica hasta alcanzar exactamente al target de cada campaña. Eliminamos los impactos perdidos y maximizamos los resultados de cada campaña.Todo esto lo lloramos a través de:Behavioral Segmentation (Usuarios, no sólo de canales/contenidos)Reach del 99% de los usuarios únicos mexicanos y el 95% a nivel global.RTB (Real Time Bidding)Integrado a todas las AdExchages a nivel globalFormatos: campañas integrales endisplay, video, mobile, rich media, FacebookRemarketing, y exclusión de usuarios activos (evitar overlap de compradores)Brand SafetyVisibilidad Completa de SitiosAlcance Global En resúmen, esta tecnología es directamente proporcional con el alcance y superación de los objetivos de cada campaña: branding, engagement, leads, venta, ROI, etc. Protegiendo, además, la reputación de las marcas al correr sólo en sitios premium y con plena visibilidad de los mismos (cosa que ninguna network u otro player puede ofrecer).",Mercad&oacute;logo para operar Importante plataforma de Avertising por audiencias a nivel global.,,,0,1,1,,,,,,0
986,987,Customer Support Receptionist / Agent,"EE, 37, Tallinn",Customer Support,,Want to build a 21st century financial service?We're convinced that that there is a need for innovation in financial services and that current banks will not be the ones providing this. Instead this innovation will come from companies like TransferWise and we're on a hunt for great minds who think like we do.,"Our fantastic Customer Support team is looking for people who love to talk to customers and want to work in a disruptive, fast-growing and fun start-up environment. We're looking for a peoples person!","We're looking for somebody to- Offer first line customer service handling in English (answering or returning phone calls, e-mail and chat)- Help prospects and customers with their problems and support requests- Assist with customer support tools, metrics and documentation and with other relevant projectsIs this is you?At least previous customer support experience preferably in banking, internet or telecom industries, or international call centreFlexibility in working hours (ready to work based on a changing schedule, during evenings, nights and over the weekends)Good communication skills, excellent spoken and written English – preferably native English (other languages like Spanish, German, French are an advantage)Familiar with basics of customer support tools and customer satisfaction/quality metricsAbility to multi-task and take responsibility in challenging situations",,0,1,1,,,,,,0
987,988,Vice President of Talent and Employee Experience ,"US, TX, Austin",Human Resources,,"Why CSD?CSD is not only a great place to work, but also to learn, grow and give back to the community. Our organization is made up of talented, motivated people from diverse cultural, educational and professional backgrounds. We believe in teamwork, shared ideas, and creating solutions together while respecting individuality and innovation. We seek out people who want to see their ideas put into action, are committed to making a difference and who believe that more is possible! Who We AreHere, you will discover colleagues who have passion for our company, our community, customers and each other, and that are led by a team of outstanding people who believe that more is possible from each and every one of us. ","The Vice President of Talent and Employee Experience is the executive chiefly responsible for recruiting the best talent and delivering an exceptional employee experience for all of CSD’s 1,000+ team members worldwide. The VP oversees all employee programs including recruitment, professional development, training, compensation, and benefits. Additionally, the VP is responsible for administering company policies and ensuring compliance with all federal and state employment requirements. The VP supports a team of professionals who collectively endeavor to make CSD an amazing place to work, collaborate, and grow. Duties include but are not limited to: Partners with the President of CSD to develop, implement, evaluate, and improve an organizational plan for leveraging talent to support company business objectives.Supports the creation and cultivation of a global talent pipeline.Oversee programming specific to an AMAZING employment experience at CSD, including compensation, benefits, perks, professional development, and internal training resources.Collaborate with other members of the executive leadership team to refine and optimize employee-centric process, leveraging technology wherever possible.Develop and execute a succession planning strategy for the organization.Administer the collection and warehousing of employee data and compliance with data privacy requirements.Develop and administer company employment policies and procedures.Ensure company adherence to all federal, state, and local employment laws and required reports.Serve as a subject matter expert to the executive leadership team on employment related topics.Provide essential change management leadership and ensure that the company considers, protects and promotes the well being of our employee workforce.Be the LEAD ambassador for employment at CSD and build a powerful network within the deaf and mainstream communities.Serve as a member of the executive leadership team at CSD.","Some demonstrable experience working within the deaf communityStrong written and interpersonal communication skillsDemonstrable organizational abilitiesAbility to communicate effectively in American Sign Language.Ability to travel up to 25% of the time (one week per month)High degree of technical literacy (use of applications, devices, and other technology to deliver services.)Ability to be home-based in Austin, TexasUndergraduate degree in a business related field of studyGraduate degree with people-centric specialization highly preferredAt least ten years of progressively responsible experiences in roles supporting the employee experienceA minimum of five years managing and leading teams in a professional setting","Communication Service for the Deaf, Inc. is an Equal Opportunity Affirmative Action Employer and drug free and tobacco free workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex or national origin, including individuals with a disability and protected veterans. ",0,1,1,Full-time,,,,Human Resources,0
988,989,Vehicle Purchaser,"GB, LDS, Leeds",retail,15750-15750,,"#URL_3bd5deb27e3f065dd0b56f7a19abc37844def5d3ee69f357920cb1fe39fa8733# are the market leader in the UK car buying and remarketing industry, we are clearly recognisable by our distinctive and powerful branding. We are a rapidly expanding, ambitious business with a growing presence across the UK.This is a challenging, exciting and rewarding opportunity to work for the UK's leading car buying service as a Vehicle Purchaser. With a basic salary of £15,750 and an open ended bonus structure that offers a genuine £28,000 - £30,000 OTE in year 1, this role is perfect for confident, outgoing business minded people who can build rapport with customers and have the discipline and focus to run their own branch effectively.You will be responsible for purchasing vehicles directly from customers who initially make an enquiry online. Following an introductory telephone call from you in which you build an initial relationship with them, you will then meet the customer at your branch where you will inspect their vehicle and then, using your excellent customer service skills, work with your customer to buy their car. You will be directly responsible for the effective and professional management of your branch, managing and prioritising your own workload and ensuring that you deliver a first class customer experience to each and every customer. The Vehicle Purchaser will also take responsibility for proactively seeking out and generating new customers for your branch.","We are looking for people with excellent customer service skills, as well as having both self-motivation and the hunger to achieve and succeed in this fantastic business. Whilst automotive experience is not essential, it is essential that you have worked within a customer focused environment and that you act in a very professional way whilst using your excellent customer service skills as you engage with your customers in order to enable them to enjoy the process of selling their vehicle to you. It is also very important that you are process driven, are good with numbers and have a high level of mental agility as you will be required to process lots of information quickly. Whilst you will be supported by your Area Manager, you must also be comfortable working on your own.PLEASE NOTE; experience of working in the automotive industry is not essential as comprehensive training is provided.","Basic salary £15,750 - Realistic OTE in year one £28-£30K25 days holiday + 8 days statFree Uniform",0,0,1,Full-time,Not Applicable,Unspecified,Automotive,Sales,0
989,990,Client Services Director,"US, CA, Los Angeles",AGENCY CONFIDENTIAL,60000-75000,"Envision Consulting conducts retained searches for nonprofit clients seeking to expand and enhance their mission through talent acquisitions. We specialize in providing solutions to not-for-profit organizations, offering coaching, planning and staffing tailored specifically for growth and impact.  Because we understand the nonprofit arena, Envision Consulting is uniquely positioned to attract and engage passionate and experienced #URL_135acbfca77647cdc1c6411a737326862613a94ee0e7607ca7fbf82ed3de56e1# can learn more about Envision Consulting at #URL_89817e06eaa567855f835d96bceed4bd74a3ce6bf209bc589b2a9b2da5422608#","BACKGROUNDCLIENT is a nonprofit organization dedicated to providing the homeless and at-risk of Los Angeles with nutritious meals, clothing, and assistance in the transition to employment and life off the streets through case management, job development and transitional housing services DEFINITION The Client Services Director (CSD), a case management and supervision specialist, is responsible for providing case management and employment services to homeless clients, as well as thorough evaluations concerning program participants.  The CSD advocates for meaningful rehabilitation, employment and stabilization of program participants through assessments, evaluations, supervision and overall support.  This is a direct service position that is 80% case management with clients and 20% administration/management. The CSD reports directly to the Executive Director.","DUTIESConducts intakes and screenings of current program participants and participant applicants.  Investigations include: drug screening, current living situation, mental stability, personal background and family data.Compiles, analyzes, evaluates, and reports to the Executive Director all information obtained during weekly and daily meetings with participants.  Identifies and develops appropriate goals and benchmarks, as well as formulating specific recommendations using comprehensive knowledge of all relevant laws and local resources.Creates and expands program opportunities for outside employment by actively developing relationships with local businesses and organizations. Maintains regular contact with employers already participating in program and develops professional skills for program participants.Ensures program commitment and follow-through by developing supervision and treatment plans that include identification of individual needs, establishment of specific objectives and plans to meet those problems and objectives.Supervises program participants through direct meetings and phone communication.  Implements supervision plans, provides counseling, and makes referrals to social agencies. QUALIFICATIONSBachelor's degree from an accredited college or university and a master’s degree in the field of social work or related field.Minimum of three years of specialized experience working directly with the homeless or at-risk adult populations.  Demonstrated expertise in Microsoft Office Suite and specifically Microsoft Word 2010, Microsoft Excel 2010 and Microsoft Outlook 2010.","COMPENSATION AND BENEFITSSalary is up to $75,000 annually.Benefits include paid holidays, sick and vacation time and Health insurance stipend.HOURSPosition consists of 40-hour workweeks from Thursday to Monday.",0,1,1,Full-time,Mid-Senior level,Master's Degree,Nonprofit Organization Management,Other,0
990,991,Project manager,"GB, LND, London",Product,,"Founded by serial entrepreneur Clive Jackson and launched in 2011, Victor is one of the world’s most trusted names in private jet charter. With only a 5% fee for online bookings, Victor offers the broadest selection of quotes for charter flights at the best prices directly from the operators. With access to over 700 contracted aircraft, Victor can get you airborne in less than 2 hours from almost any airport around the world on any aircraft type. We're a small and growing agile team. As a team we aspire to the hacker culture and we care about what we do. We want to produce simple, elegant solutions to difficult problems. We take pride in getting the job done right. We want to improve as individuals and improve the team and wider organisation around us.Our development team use modern technologies, tools and methods to produce a product that our customers love. We want our applications to be ubiquitous; any time someone is booking a jet they'll be using the Victor platform.We choose the best tools for the job and right now that's mostly node and Angular, with MongoDB and a smattering of Python.For vacancies for our other companies, #URL_8b5fe34131f015b09e2b4b01097392477242e0de74786a62a71e91e1e5dbfba7# and Global Beach, please click on links below:#URL_c31909b471fce3a2c3ea962a074a37e919edf78b8dfb90c4a3a9ace570542adf#http://global-#URL_c4958175db594f9b8c88259f8f6fa850085a15c4723021f19596b2a9752dc62f#","We're Fly Victor, and we're revolutionising the private jet market. Think Airbnb for private jets; we're creating the marketplace that connects operators of aircraft to our members who want to fly them, and allowing them to be purchased as a whole aircraft or by seat. We've just raised £5m to take our initial application to a global scale, and you might have seen us in the Guardian, Telegraph or on Bloomberg over the last couple of weeks.We're a small and growing agile team. As a team we aspire to the hacker culture. We care about what we do. We want to produce simple, elegant solutions to difficult problems. We take pride in getting the job done right. We want to improve as individuals and improve the team and wider organisation around us. We use modern technologies, tools and methods to produce a product that our customers love. We want our applications to be ubiquitous; any time someone is booking a jet they'll be using the Victor platform.We're looking for a project manager who can help drive forward the launch of our new iOS app. This hire will be pivotal to the project, aligning the various stakeholders on a shared timetable for launch including the scheduling of different parties involvement from ideation through to user testing &amp; launch.This is an initial three month contract role, starting end Feb, with extensions likely for the right candidate.Responsibilities:- Stakeholder management, C-level execs through to developers- Monitoring sub-contractors to ensure guidelines are maintained- Agreeing project objectives, and making sure that all project objectives are met- Organising the various professional people working on a project- Prescribing the latest IT to keep track of people and progress",Key experience:- Running projects / programmes with budgets in the range of £500k-1m- Working with / in an agile product dev team- Launching a digital project- Aligning multiple facets of the business to a shared goalPreferred:- Knowledge of the software development life cycle- Launching &amp; iterating on mobile applications- Working within a startup environment,"We offer an exciting challenge and an enjoyable working environment, with opportunity to grow as we do. We'll even pay you (fairly)!",0,1,1,Contract,Mid-Senior level,,Airlines/Aviation,Information Technology,0
991,992,Backend Java Engineer ,"US, CA, San Francisco",,,"Mashape is the largest, most trafficked API marketplace/hub in the world.Mashape is a revenue generating startup powering thousands of APIs (both private and public) and Applications - it’s used in almost 100 countries by thousands of developers and adopted in every major industry including finance, healthcare, military, agriculture, insurance, government, media, e-commerce, retail, aviation, manufacturing and telecom.Mashape is funded by tier 1 VC firms including Index Ventures, NEA, CRV, Stanford University, Jeff Bezos and Eric Schmidt.","You are a software designer (yes a designer, because you're an artist, you design the software) that is truly passionate about creating scalable solutions and solving back-end problems. You will have the opportunity to have a huge impact as an early member and work with technologies like Riak, MongoDB, AWS, Java, Redis, #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#. Our ideal candidate has a CS background, but we are most interested in you as a person.","You know how to consume cloud APIsDeep experience with JavaExperience in scaling APIs to billion of calls is big plusCan easily switch to new programming languages and learn things fastExperience with a server-side web framework (JSP, etc)Knowledge of Netty or any other non blocking,asynchronous event-driven network application framework is a big plusExperience with GitScala, #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#, or Erlang knowledge is a plusA strong attention to details.Love for continuous deployment and getting things done quicklyPassion in breaking the rules and changing the status quoStrong communication skills"," - As an early employee you will get a true stake in the company - Competitive salaries  - Poker nights  - Apple equipments  - Italian Food cooked by the founders - Free lunch 2 times a week. - Official mashaper  - 1 week/year in a spiritual retreat with the team somewhere in the world - A 2nd family  - whatever problem outside of the work, we’ll be there - Vacation days &amp; time off - Awesome medical, dental, &amp; vision insurance - 401k - Company dinners &amp; happy hour  - Much more…",0,1,1,Full-time,Not Applicable,,Internet,Information Technology,0
992,993,UI Designer,"ES, CT, Barcelona",UX,30000-1000000,,"Visual / Interaction DesignerXING is a social network for business professionals. More than 12 million professionals worldwide use XING to meet up on our platform, find jobs, colleagues, new assignments, cooperation partners and experts. To complete our team, we are currently looking for a Visual / Interaction Designer (m/f), available at the soonest possible starting date. The position is based at our office in Barcelona, Spain. XING has the luxury of offering the job security and benefits of a financially healthy mid-sized company and the flair of a small startup. You will be working with a high-performing team of creative and fun colleagues who are passionate about their work and are keen to get stuff shipped. Your position will include a competitive salary and occasional travel between our offices in Hamburg, Germany, and Barcelona, Spain.Summary of Key Responsibilities:Conceptualize and design new products and features for web and mobile applications.Develop drafts, information architectures, and clickable prototypes.Apply user-centric thinking to come up with solutions users will love.Proactively initiate and take ownership of design implementation.Use data from user tests and web analytics tools as well as user feedback to identify pain points and improve current solutions.Create and establish beautiful designs and layouts with a consistent look and feel for XING applications and mobile solutionsCreate production-quality graphics and artwork for new features and enhancements based on concepts, designs and specifications.Continuously challenge the status quo and suggest optimizations.Work collaboratively within a cross-functional team.Communicate proactively with colleagues both in Hamburg and Barcelona. ","Required Knowledge, Skills and Abilities:Academic background in interaction/interface/graphic design or related field, or extensive on-the-job training in user experience.At least 5-6 years of UI and screen design experience with consumer-facing websites.Mobile application experience.Deep understanding of user-centered design.Experience with the entire product design cycle, from research, to wireframes, to mockups, to prototypes, through to the final design and implementation.Experience or familiarity with agile teams and agile development.Understanding and appreciation of web technologies such as HTML, CSS and JavaScript.Advanced knowledge of relevant applications such as Adobe Creative Suite.Ability to effectively communicate and persuasively convey design solutions.An online portfolio or samples of work demonstrating relevant experience.Fluency in English. ","What we offer:The opportunity to work on a high performance, high traffic website with more than 12 million usersPersonal Advancement: We encourage trainings and conferences, be it for knowledge sharing or your own talk. If you have product ideas yourself, advance them during the regularly held innovation daysThe best colleagues you can imagineA beautiful new office in the heart of Barcelona with a sunny terraceAn excellent salary and benefits package ",0,0,1,Full-time,Mid-Senior level,Unspecified,Design,Design,0
